id,Title,Content,SKU,"Product Type","Parent Product ID",Color,Size,Species,"Product Attributes","Short Description",Date,"Post Type",Permalink,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Attribute Name (Color)","Attribute Value (Color)","Attribute In Variations (Color)","Attribute Is Visible (Color)","Attribute Is Taxonomy (Color)","Attribute Name (Size)","Attribute Value (Size)","Attribute In Variations (Size)","Attribute Is Visible (Size)","Attribute Is Taxonomy (Size)","Attribute Name (Species)","Attribute Value (Species)","Attribute In Variations (Species)","Attribute Is Visible (Species)","Attribute Is Taxonomy (Species)","Shipping Class","Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Attachment Filename","Attachment Path","Attachment ID","Attachment Title","Attachment Caption","Attachment Description","Attachment Alt Text","Product visibility","Product categories","Product tags",stock,_subscription_payment_sync_date,price,site-content-layout,site-sidebar-layout,theme-transparent-header-meta,_yoast_wpseo_content_score,iconic-woo-bundled-products_options,_wpas_done_all,_visibility,_wp_old_slug,_wpas_skip_11791529,_file_paths,_low_stock_amount,_yoast_wpseo_title,_yoast_wpseo_primary_product_cat,upc,_upc,_jetpack_dont_email_post_to_subs,_jck_wssv_display_title,iconic_cffv_293_variation_upc,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating","Min Variation Price","Max Variation Price","Min Variation Regular Price","Max Variation Regular Price","Min Variation Sale Price","Max Variation Sale Price"
174,"Columbia River Tackle - MatSu Spinners Size 5 - Orange, Blue, Black, Pink, Yellow, D-Fly - AKRDY","Salmon Lures made in Alaska for Alaskan Salmon: Darker colors for Kings (Chinook) and Lighter Colors for Silver (Coho) Salmon. The size 5 treble hook is great for various sizes of fish. The added hoochie on the hook seals the deal for the fish. Destroy the salmon this year with these versatile lures. Made by Columbia River Tackle.",MS5TYellow,variable,169,Yellow,,,,,"2020-05-13 04:15:09",product,https://akrdy.com/product/matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy/?attribute_color=Yellow,4.5,5.25,4.5,instock,7,,0,Color,Yellow,yes,yes,no,Size,,no,no,no,Species,,no,no,no,"Lures Hooks",https://akrdy.com/wp-content/uploads/2020/05/matsu_yellow-23.jpg,matsu_yellow-23.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/matsu_yellow-23.jpg,131,"matsu_yellow (23)",,,,https://akrdy.com/wp-content/uploads/2020/05/matsu_yellow-23.jpg,,,,,,,,,visible,"Fishing>Salmon Lures","Eklutna|Hoochie|King Salmon|Little Su|Salmon|Ship Creek|Silver Salmon|TailRace",9,"s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";",4.25,,,,,,,"a:1:{i:0;s:6:""hidden"";}",matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy-yellow,,,,,,,,,"Columbia River Tackle - MatSu Spinners Size 5 - Red, Orange, Blue, Black, Pink, Yellow, D-Fly - AKRDY",046708572500,publish,1,admin,christopherjones2621@gmail.com,,,matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy,,,matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy,6,open,closed,"2020-06-14 03:03:58",no,no,,no,0.06,5.75,1,0.75,,,no,yes,,,,,-1,-1,,,no,,,,,4.2.0,"Columbia River Tackle MatSu Spinner Size 5 Color Yellow",,0,0,,,,,,
175,"Columbia River Tackle - MatSu Spinners Size 5 - Orange, Blue, Black, Pink, Yellow, D-Fly - AKRDY","Salmon Lures made in Alaska for Alaskan Salmon: Darker colors for Kings (Chinook) and Lighter Colors for Silver (Coho) Salmon. The size 5 treble hook is great for various sizes of fish. The added hoochie on the hook seals the deal for the fish. Destroy the salmon this year with these versatile lures. Made by Columbia River Tackle.",MS5TDragonfly,variable,169,D-Fly,,,,,"2020-05-13 04:15:09",product,https://akrdy.com/product/matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy/?attribute_color=D-Fly,4.5,5.25,4.5,instock,3,,0,Color,D-Fly,yes,yes,no,Size,,no,no,no,Species,,no,no,no,"Lures Hooks",https://akrdy.com/wp-content/uploads/2020/05/matsu_dfly-2.jpg,matsu_dfly-2.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/matsu_dfly-2.jpg,142,"matsu_dfly (2)",,,,https://akrdy.com/wp-content/uploads/2020/05/matsu_dfly-2.jpg,,,,,,,,,visible,"Fishing>Salmon Lures","Eklutna|Hoochie|King Salmon|Little Su|Salmon|Ship Creek|Silver Salmon|TailRace",9,"s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";",4.25,,,,,,,"a:1:{i:0;s:6:""hidden"";}",matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy-d-fly,,,,,,,,,"Columbia River Tackle - MatSu Spinners Size 5 - Red, Orange, Blue, Black, Pink, Yellow, D-Fly - AKRDY",046708572784,publish,1,admin,christopherjones2621@gmail.com,,,matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy,,,matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy,7,open,closed,"2020-06-14 03:03:58",no,no,,no,0.06,5.75,1,0.75,,,no,yes,,,,,-1,-1,,,no,,,,,4.2.0,"Columbia River Tackle MatSu Spinner Size 5 Color D-Fly. This is a Turquoise body, red beads, and orange hoochie. ",,0,0,,,,,,
176,"Tuffo - Muddy Buddy Rainsuits Red, Yellow, Blue, Pink, Camo - AKRDY","Tuffo Muddy Buddy Waterproof Coveralls for year-round play. Great for keeping underclothes clean and dry no matter the activity. Use Muddy Buddy suits indoors for arts and crafts or outdoors for mud, rain, at the beach, or helping with chores. These suits come in standard sizes from 12 months to 5T. Lightweight and easy fits over clothes for ease of changing clothes. Muddy Buddy suit comes with a carrying case for easy storage.

FEATURES:
<ul>
 	<li>Dual Front Zippers for quick, on-the-go changes</li>
 	<li>Generous fit allows for layering of clothing and easy movement</li>
 	<li>Elasticized hood with brim to shed water</li>
 	<li>Seams are sealed to ensure waterproofness</li>
 	<li>Elasticized wrist and ankle cuffs fit over mitts and boots</li>
 	<li>Machine wash cold, hang to dry</li>
 	<li>Weight: 0.45 lbs / 200 grams</li>
</ul>",,variable,0,,,,"a:2:{s:5:""color"";a:6:{s:4:""name"";s:5:""Color"";s:5:""value"";s:33:""Red | Pink | Yellow | Blue | Camo"";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""0"";}s:4:""size"";a:6:{s:4:""name"";s:4:""Size"";s:5:""value"";s:41:""12 Months | 18 Months | 2T | 3T | 4T | 5T"";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""0"";}}","Tuffo Muddy Buddy Waterproof Coverall Suits","2020-05-14 05:00:13",product,https://akrdy.com/product/tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy/,39.95,,,instock,,,1,Color,,yes,yes,no,Size,,yes,yes,no,Species,,no,no,no,,https://akrdy.com/wp-content/uploads/2020/05/muddybuddyall.jpg|https://akrdy.com/wp-content/uploads/2020/05/muddybuddypink-3.jpg|https://akrdy.com/wp-content/uploads/2020/05/Muddy-Buddy-Red.jpg|https://akrdy.com/wp-content/uploads/2020/05/Muddy-Buddy-Camo-1.jpg|https://akrdy.com/wp-content/uploads/2020/05/muddybuddyyellow-17.jpg|https://akrdy.com/wp-content/uploads/2020/05/muddybuddyblue-1.jpg|https://akrdy.com/wp-content/uploads/2020/05/muddybuddyblue-3.jpg|https://akrdy.com/wp-content/uploads/2020/05/muddybuddyyellow-7.jpg,muddybuddyall.jpg|muddybuddypink-3.jpg|Muddy-Buddy-Red.jpg|Muddy-Buddy-Camo-1.jpg|muddybuddyyellow-17.jpg|muddybuddyblue-1.jpg|muddybuddyblue-3.jpg|muddybuddyyellow-7.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/muddybuddyall.jpg|/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/muddybuddypink-3.jpg|/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/Muddy-Buddy-Red.jpg|/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/Muddy-Buddy-Camo-1.jpg|/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/muddybuddyyellow-17.jpg|/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/muddybuddyblue-1.jpg|/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/muddybuddyblue-3.jpg|/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/muddybuddyyellow-7.jpg,227|238|226|225|221|228|229|217,"muddybuddyall|image description|Muddy Buddy - Red|Muddy Buddy - Camo (1)|muddybuddyyellow (17)|muddybuddyblue (1)|muddybuddyblue (3)|muddybuddyyellow (7)","|image description||||||",|||||||,"Tuffo Muddy Buddy Suits|||||||",https://akrdy.com/wp-content/uploads/2020/05/muddybuddyall.jpg,,,,,,,,,visible,Uncategorized,,,,,default,default,default,90,"a:7:{s:13:""price_display"";s:0:"""";s:12:""bundle_price"";s:0:"""";s:15:""add_all_to_cart"";s:2:""no"";s:14:""fixed_discount"";s:0:"""";s:16:""hide_add_to_cart"";s:2:""no"";s:8:""hide_qty"";s:2:""no"";s:11:""hide_prices"";s:2:""no"";}",,,,,,,,,,field_5ece0df0e3509,,,,publish,1,admin,christopherjones2621@gmail.com,,,tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy,,,0,0,open,closed,"2020-06-14 21:51:53",no,no,,no,0.55,10,10,1,,,no,no,,,,,-1,-1,,,no,taxable,standard,"238,226,225,221,228,229,217",,4.2.0,,,0,0,,,,,,
177,"Tuffo - Muddy Buddy Rainsuits Red, Yellow, Blue, Pink, Camo - AKRDY","Tuffo Muddy Buddy Waterproof Coveralls for year-round play. Great for keeping underclothes clean and dry no matter the activity. Use Muddy Buddy suits indoors for arts and crafts or outdoors for mud, rain, at the beach, or helping with chores. These suits come in standard sizes from 12 months to 5T. Lightweight and easy fits over clothes for ease of changing clothes. Muddy Buddy suit comes with a carrying case for easy storage.

FEATURES:
<ul>
 	<li>Dual Front Zippers for quick, on-the-go changes</li>
 	<li>Generous fit allows for layering of clothing and easy movement</li>
 	<li>Elasticized hood with brim to shed water</li>
 	<li>Seams are sealed to ensure waterproofness</li>
 	<li>Elasticized wrist and ankle cuffs fit over mitts and boots</li>
 	<li>Machine wash cold, hang to dry</li>
 	<li>Weight: 0.45 lbs / 200 grams</li>
</ul>",698631004209,variable,176,Red,"18 Months",,,"Tuffo Muddy Buddy Waterproof Coverall Suits","2020-05-14 03:06:55",product,https://akrdy.com/product/tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy/?attribute_color=Red&attribute_size=18+Months,39.95,39.95,37.5,instock,1,,0,Color,Red,yes,yes,no,Size,"18 Months",yes,yes,no,Species,,no,no,no,,https://akrdy.com/wp-content/uploads/2020/05/muddybuddyred-3.jpg,muddybuddyred-3.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/muddybuddyred-3.jpg,216,"muddybuddyred (3)",,,,https://akrdy.com/wp-content/uploads/2020/05/muddybuddyred-3.jpg,,,,,,,,,visible,Uncategorized,,1,"s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";",37.5,,,,,,,"a:1:{i:0;s:6:""hidden"";}",tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy-red,,,,,,,,,"Tuffo - Muddy Buddy Rainsuits Red, Yellow, Blue, Pink, Camo - AKRDY",698631004209,publish,1,admin,christopherjones2621@gmail.com,,,tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy,,,tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy,1,open,closed,"2020-06-14 03:03:55",no,no,,no,0.55,10,10,1,,,no,yes,,,,,-1,-1,,,no,,,,,4.2.0,"Color: Red 
Size: 18 Months",,0,0,,,,,,
182,"Tuffo - Muddy Buddy Rainsuits Red, Yellow, Blue, Pink, Camo - AKRDY","Tuffo Muddy Buddy Waterproof Coveralls for year-round play. Great for keeping underclothes clean and dry no matter the activity. Use Muddy Buddy suits indoors for arts and crafts or outdoors for mud, rain, at the beach, or helping with chores. These suits come in standard sizes from 12 months to 5T. Lightweight and easy fits over clothes for ease of changing clothes. Muddy Buddy suit comes with a carrying case for easy storage.

FEATURES:
<ul>
 	<li>Dual Front Zippers for quick, on-the-go changes</li>
 	<li>Generous fit allows for layering of clothing and easy movement</li>
 	<li>Elasticized hood with brim to shed water</li>
 	<li>Seams are sealed to ensure waterproofness</li>
 	<li>Elasticized wrist and ankle cuffs fit over mitts and boots</li>
 	<li>Machine wash cold, hang to dry</li>
 	<li>Weight: 0.45 lbs / 200 grams</li>
</ul>",698631004193,variable,176,Red,"12 Months",,,"Tuffo Muddy Buddy Waterproof Coverall Suits","2020-05-14 03:09:53",product,https://akrdy.com/product/tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy/?attribute_color=Red&attribute_size=12+Months,39.95,39.95,37.5,instock,1,,0,Color,Red,yes,yes,no,Size,"12 Months",yes,yes,no,Species,,no,no,no,,https://akrdy.com/wp-content/uploads/2020/05/muddybuddyred-3.jpg,muddybuddyred-3.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/muddybuddyred-3.jpg,216,"muddybuddyred (3)",,,,https://akrdy.com/wp-content/uploads/2020/05/muddybuddyred-3.jpg,,,,,,,,,visible,Uncategorized,,1,"s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";",37.5,,,,,,,"a:1:{i:0;s:6:""hidden"";}",tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy-12-months-red,,,,,,,,,"Tuffo - Muddy Buddy Rainsuits Red, Yellow, Blue, Pink, Camo - AKRDY",698631004193,publish,1,admin,christopherjones2621@gmail.com,,,tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy,,,tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy,2,open,closed,"2020-06-14 03:03:55",no,no,,no,0.55,10,10,1,,,no,yes,,,,,-1,-1,,,no,,,,,4.2.0,"Color: Red
Size: 12 Months",,0,0,,,,,,
183,"Tuffo - Muddy Buddy Rainsuits Red, Yellow, Blue, Pink, Camo - AKRDY","Tuffo Muddy Buddy Waterproof Coveralls for year-round play. Great for keeping underclothes clean and dry no matter the activity. Use Muddy Buddy suits indoors for arts and crafts or outdoors for mud, rain, at the beach, or helping with chores. These suits come in standard sizes from 12 months to 5T. Lightweight and easy fits over clothes for ease of changing clothes. Muddy Buddy suit comes with a carrying case for easy storage.

FEATURES:
<ul>
 	<li>Dual Front Zippers for quick, on-the-go changes</li>
 	<li>Generous fit allows for layering of clothing and easy movement</li>
 	<li>Elasticized hood with brim to shed water</li>
 	<li>Seams are sealed to ensure waterproofness</li>
 	<li>Elasticized wrist and ankle cuffs fit over mitts and boots</li>
 	<li>Machine wash cold, hang to dry</li>
 	<li>Weight: 0.45 lbs / 200 grams</li>
</ul>",698631004216,variable,176,Red,2T,,,"Tuffo Muddy Buddy Waterproof Coverall Suits","2020-05-14 03:09:54",product,https://akrdy.com/product/tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy/?attribute_color=Red&attribute_size=2T,39.95,39.95,37.5,instock,1,,0,Color,Red,yes,yes,no,Size,2T,yes,yes,no,Species,,no,no,no,,https://akrdy.com/wp-content/uploads/2020/05/muddybuddyred-3.jpg,muddybuddyred-3.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/muddybuddyred-3.jpg,216,"muddybuddyred (3)",,,,https://akrdy.com/wp-content/uploads/2020/05/muddybuddyred-3.jpg,,,,,,,,,visible,Uncategorized,,1,"s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";",37.5,,,,,,,"a:1:{i:0;s:6:""hidden"";}",tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy-2t-red,,,,,,,,,"Tuffo - Muddy Buddy Rainsuits Red, Yellow, Blue, Pink, Camo - AKRDY",698631004216,publish,1,admin,christopherjones2621@gmail.com,,,tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy,,,tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy,3,open,closed,"2020-06-14 03:03:55",no,no,,no,0.55,10,10,1,,,no,yes,,,,,-1,-1,,,no,,,,,4.2.0,"Color: Red
Size: 2T",,0,0,,,,,,
184,"Tuffo - Muddy Buddy Rainsuits Red, Yellow, Blue, Pink, Camo - AKRDY","Tuffo Muddy Buddy Waterproof Coveralls for year-round play. Great for keeping underclothes clean and dry no matter the activity. Use Muddy Buddy suits indoors for arts and crafts or outdoors for mud, rain, at the beach, or helping with chores. These suits come in standard sizes from 12 months to 5T. Lightweight and easy fits over clothes for ease of changing clothes. Muddy Buddy suit comes with a carrying case for easy storage.

FEATURES:
<ul>
 	<li>Dual Front Zippers for quick, on-the-go changes</li>
 	<li>Generous fit allows for layering of clothing and easy movement</li>
 	<li>Elasticized hood with brim to shed water</li>
 	<li>Seams are sealed to ensure waterproofness</li>
 	<li>Elasticized wrist and ankle cuffs fit over mitts and boots</li>
 	<li>Machine wash cold, hang to dry</li>
 	<li>Weight: 0.45 lbs / 200 grams</li>
</ul>",698631004223,variable,176,Red,3T,,,"Tuffo Muddy Buddy Waterproof Coverall Suits","2020-05-14 03:09:54",product,https://akrdy.com/product/tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy/?attribute_color=Red&attribute_size=3T,39.95,39.95,37.5,outofstock,0,,0,Color,Red,yes,yes,no,Size,3T,yes,yes,no,Species,,no,no,no,,https://akrdy.com/wp-content/uploads/2020/05/muddybuddyred-3.jpg,muddybuddyred-3.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/muddybuddyred-3.jpg,216,"muddybuddyred (3)",,,,https://akrdy.com/wp-content/uploads/2020/05/muddybuddyred-3.jpg,,,,,,,,,visible,Uncategorized,,,"s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";",37.5,,,,,,,"a:1:{i:0;s:6:""hidden"";}",tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy-3t-red,,,,,,,,,"Tuffo - Muddy Buddy Rainsuits Red, Yellow, Blue, Pink, Camo - AKRDY",698631004223,publish,1,admin,christopherjones2621@gmail.com,,,tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy,,,tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy,4,open,closed,"2020-06-14 03:03:55",no,no,,no,0.55,10,10,1,,,no,yes,,,,,-1,-1,,,no,,,,,4.2.0,"Color: Red
Size: 3T",,0,0,,,,,,
185,"Tuffo - Muddy Buddy Rainsuits Red, Yellow, Blue, Pink, Camo - AKRDY","Tuffo Muddy Buddy Waterproof Coveralls for year-round play. Great for keeping underclothes clean and dry no matter the activity. Use Muddy Buddy suits indoors for arts and crafts or outdoors for mud, rain, at the beach, or helping with chores. These suits come in standard sizes from 12 months to 5T. Lightweight and easy fits over clothes for ease of changing clothes. Muddy Buddy suit comes with a carrying case for easy storage.

FEATURES:
<ul>
 	<li>Dual Front Zippers for quick, on-the-go changes</li>
 	<li>Generous fit allows for layering of clothing and easy movement</li>
 	<li>Elasticized hood with brim to shed water</li>
 	<li>Seams are sealed to ensure waterproofness</li>
 	<li>Elasticized wrist and ankle cuffs fit over mitts and boots</li>
 	<li>Machine wash cold, hang to dry</li>
 	<li>Weight: 0.45 lbs / 200 grams</li>
</ul>",698631004230,variable,176,Red,4T,,,"Tuffo Muddy Buddy Waterproof Coverall Suits","2020-05-14 03:09:54",product,https://akrdy.com/product/tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy/?attribute_color=Red&attribute_size=4T,39.95,39.95,37.5,outofstock,0,,0,Color,Red,yes,yes,no,Size,4T,yes,yes,no,Species,,no,no,no,,https://akrdy.com/wp-content/uploads/2020/05/muddybuddyred-3.jpg,muddybuddyred-3.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/muddybuddyred-3.jpg,216,"muddybuddyred (3)",,,,https://akrdy.com/wp-content/uploads/2020/05/muddybuddyred-3.jpg,,,,,,,,,visible,Uncategorized,,,"s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";",37.5,,,,,,,"a:1:{i:0;s:6:""hidden"";}",tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy-4t-red,,,,,,,,,"Tuffo - Muddy Buddy Rainsuits Red, Yellow, Blue, Pink, Camo - AKRDY",698631004230,publish,1,admin,christopherjones2621@gmail.com,,,tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy,,,tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy,5,open,closed,"2020-06-14 03:03:55",no,no,,no,0.55,10,10,1,,,no,yes,,,,,-1,-1,,,no,,,,,4.2.0,"Color: Red
Size: 4T",,0,0,,,,,,
186,"Tuffo - Muddy Buddy Rainsuits Red, Yellow, Blue, Pink, Camo - AKRDY","Tuffo Muddy Buddy Waterproof Coveralls for year-round play. Great for keeping underclothes clean and dry no matter the activity. Use Muddy Buddy suits indoors for arts and crafts or outdoors for mud, rain, at the beach, or helping with chores. These suits come in standard sizes from 12 months to 5T. Lightweight and easy fits over clothes for ease of changing clothes. Muddy Buddy suit comes with a carrying case for easy storage.

FEATURES:
<ul>
 	<li>Dual Front Zippers for quick, on-the-go changes</li>
 	<li>Generous fit allows for layering of clothing and easy movement</li>
 	<li>Elasticized hood with brim to shed water</li>
 	<li>Seams are sealed to ensure waterproofness</li>
 	<li>Elasticized wrist and ankle cuffs fit over mitts and boots</li>
 	<li>Machine wash cold, hang to dry</li>
 	<li>Weight: 0.45 lbs / 200 grams</li>
</ul>",698631004247,variable,176,Red,5T,,,"Tuffo Muddy Buddy Waterproof Coverall Suits","2020-05-14 03:09:54",product,https://akrdy.com/product/tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy/?attribute_color=Red&attribute_size=5T,39.95,39.95,37.5,outofstock,0,,0,Color,Red,yes,yes,no,Size,5T,yes,yes,no,Species,,no,no,no,,https://akrdy.com/wp-content/uploads/2020/05/muddybuddyred-3.jpg,muddybuddyred-3.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/muddybuddyred-3.jpg,216,"muddybuddyred (3)",,,,https://akrdy.com/wp-content/uploads/2020/05/muddybuddyred-3.jpg,,,,,,,,,visible,Uncategorized,,,"s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";",37.5,,,,,,,"a:1:{i:0;s:6:""hidden"";}",tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy-5t-red,,,,,,,,,"Tuffo - Muddy Buddy Rainsuits Red, Yellow, Blue, Pink, Camo - AKRDY",698631004247,publish,1,admin,christopherjones2621@gmail.com,,,tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy,,,tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy,6,open,closed,"2020-06-14 03:03:55",no,no,,no,0.55,10,10,1,,,no,yes,,,,,-1,-1,,,no,,,,,4.2.0,"Color: Red
Size: 5T",,0,0,,,,,,
187,"Tuffo - Muddy Buddy Rainsuits Red, Yellow, Blue, Pink, Camo - AKRDY","Tuffo Muddy Buddy Waterproof Coveralls for year-round play. Great for keeping underclothes clean and dry no matter the activity. Use Muddy Buddy suits indoors for arts and crafts or outdoors for mud, rain, at the beach, or helping with chores. These suits come in standard sizes from 12 months to 5T. Lightweight and easy fits over clothes for ease of changing clothes. Muddy Buddy suit comes with a carrying case for easy storage.

FEATURES:
<ul>
 	<li>Dual Front Zippers for quick, on-the-go changes</li>
 	<li>Generous fit allows for layering of clothing and easy movement</li>
 	<li>Elasticized hood with brim to shed water</li>
 	<li>Seams are sealed to ensure waterproofness</li>
 	<li>Elasticized wrist and ankle cuffs fit over mitts and boots</li>
 	<li>Machine wash cold, hang to dry</li>
 	<li>Weight: 0.45 lbs / 200 grams</li>
</ul>",698631004063,variable,176,Pink,"12 Months",,,"Tuffo Muddy Buddy Waterproof Coverall Suits","2020-05-14 03:09:54",product,https://akrdy.com/product/tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy/?attribute_color=Pink&attribute_size=12+Months,39.95,39.95,37.5,instock,2,,0,Color,Pink,yes,yes,no,Size,"12 Months",yes,yes,no,Species,,no,no,no,,https://akrdy.com/wp-content/uploads/2020/05/muddybuddypink-7.jpg,muddybuddypink-7.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/muddybuddypink-7.jpg,242,"muddybuddypink (7)",,,,https://akrdy.com/wp-content/uploads/2020/05/muddybuddypink-7.jpg,,,,,,,,,visible,Uncategorized,,2,"s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";",37.5,,,,,,,"a:1:{i:0;s:6:""hidden"";}",tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy-12-months-pink,,,,,,,,,"Tuffo - Muddy Buddy Rainsuits Red, Yellow, Blue, Pink, Camo - AKRDY",698631004063,publish,1,admin,christopherjones2621@gmail.com,,,tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy,,,tuffo-muddy-buddy-rainsuits-red-yellow-blue-pink-camo-akrdy,7,open,closed,"2020-06-14 03:03:55",no,no,,no,0.55,10,10,1,,,no,yes,,,,,-1,-1,,,no,,,,,4.2.0,"Color: Pink
Size: 12 Months",,0,0,,,,,,
